,QQQ_Alpha_2,DBC_Alpha_15,DBC_Alpha_16,USO_Alpha_15,GLD_Alpha_4,DBC_Alpha_17,DBC_Alpha_13,USO_Alpha_17,DBC_Alpha_14,QQQ_Alpha_5,USO_Alpha_16,SPY_Alpha_6,EEM_Alpha_7,QQQ_Alpha_4,GLD_Alpha_3,TLT_Alpha_7,TLT_Alpha_4,GLD_Alpha_15,GLD_Alpha_16,DBC_Alpha_1,USO_Alpha_12,USO_Alpha_14,TLT_Alpha_6,GLD_Alpha_5,IWM_Alpha_7,TLT_Alpha_8,USO_Alpha_2,SPY_Alpha_2,SPY_Alpha_4,QQQ_Alpha_6,GLD_Alpha_14,DBC_Alpha_12,VNQ_Alpha_10,VNQ_Alpha_9,TLT_Alpha_3,QQQ_Alpha_7,VNQ_Alpha_11,GLD_Alpha_17,USO_Alpha_13,TLT_Alpha_2,EEM_Alpha_8,SPY_Alpha_3,GLD_Alpha_13,DBC_Alpha_4,EEM_Alpha_6,EEM_Alpha_9,SPY_Alpha_5,DBC_Alpha_3,EFA_Alpha_9,TLT_Alpha_9,TLT_Alpha_11,EFA_Alpha_6,QQQ_Alpha_3,DBC_Alpha_5,GLD_Alpha_0,USO_Alpha_5,IWM_Alpha_8,TLT_Alpha_17,QQQ_Alpha_17,IWM_Alpha_6,SPY_Alpha_1,IWM_Alpha_16,IWM_Alpha_15,GLD_Alpha_12,IWM_Alpha_9,GLD_Alpha_8,TLT_Alpha_5,VNQ_Alpha_12,GLD_Alpha_1,DBC_Alpha_2,VNQ_Alpha_13,VNQ_Alpha_7,DBC_Alpha_0,SPY_Alpha_16,EEM_Alpha_11,VNQ_Alpha_14,EFA_Alpha_8,EFA_Alpha_0,EFA_Alpha_10,SPY_Alpha_8,IWM_Alpha_10,IWM_Alpha_13,SPY_Alpha_15,IWM_Alpha_14,QQQ_Alpha_14,USO_Alpha_0,VNQ_Alpha_17,SPY_Alpha_14,IWM_Alpha_17,SPY_Alpha_9,SPY_Alpha_17,EEM_Alpha_17,SPY_Alpha_7,QQQ_Alpha_16,EEM_Alpha_5,IWM_Alpha_1,GLD_Alpha_6,USO_Alpha_3,EFA_Alpha_11,USO_Alpha_1
IWM_Alpha_7,-0.2958058469193814,-0.14890072157762588,-0.12057214479101398,-0.13747299266987104,0.049830141821200886,-0.11944611314767425,-0.13754226351115975,-0.1310264949812783,-0.14608589240551315,0.030108289229686815,-0.12932225110895393,0.5789898031143995,0.4552147966783822,-0.03773718983639693,0.034245086070294,0.12087690228901604,-0.053134285129199335,-0.0030866693638190008,-0.011304082861158825,-0.14496655747281012,-0.12681995474460048,-0.13514806665398116,0.12919539381621822,0.03538022530639777,1.0,0.1071883021228016,-0.1358071926741035,-0.37910163846525435,-0.09985393586008307,0.42875810756091226,-0.02287587001199319,-0.14596743203050044,0.2294875909701359,0.26125897865386744,-0.07898840498639811,0.527724957038283,0.16723745719746178,-0.013049639973389935,-0.12928389237493856,-0.11591080125004388,0.374529919671396,-0.2531476809349072,-0.030572544689043517,-0.0373548618706572,0.3891137155370746,0.29181514405777964,-0.055460681296684314,-0.07814000228157497,0.3179406456906861,0.09647133462085435,0.061396751951397974,0.4380383809354086,-0.167516491247919,-0.011897315589841497,-0.052331658728646306,-0.0757180546676099,0.679034819310398,-0.13638864343711515,-0.17571869001877347,0.6887273675810036,-0.49854704886047846,-0.3857438593857606,-0.4283268455191095,-0.03916784720306051,0.44254123268498674,0.011867087965629056,-0.03618549334273261,-0.3934542755562423,-0.04691493639613351,-0.14084428572619231,-0.3813785051221522,0.46821783762309455,-0.195027672495473,-0.29088853338944737,0.16382725481542965,-0.3596222779020998,0.4643232195781713,-0.5138574182392416,0.24608168324450805,0.5130991325363209,0.3301831923201776,-0.5946015785054379,-0.33120789897330755,-0.5086814405982919,-0.33914524947600894,-0.20353356228088051,-0.23078774049826153,-0.400533007066599,-0.3295811853559389,0.36378858814170784,-0.24985830040408138,-0.2307204826506244,0.6627932827622044,-0.22251795736658284,-0.1131738440069889,-0.6397337019693983,0.033085557587087776,-0.12647334703475382,0.1743111387090751,-0.16350507964485592
TLT_Alpha_8,-0.07031924570317506,-0.06931781486191974,-0.06435138166458937,-0.09371147995367238,-0.03842380553739433,-0.06661061406287658,-0.07738335083645308,-0.0953758483666403,-0.08111795382519985,0.046846300649879706,-0.08970536587739003,0.09730989477011824,0.12337106198975976,-0.012541413050031862,-0.07270134268965507,0.7300949886673196,-0.3147958662962509,-0.05512255413113662,-0.04483191137974037,-0.09359563788974379,-0.08844396990889405,-0.10250796032112866,0.5297558797082548,-0.03552587757490809,0.1071883021228016,1.0,-0.07957962424356119,-0.08975262607710449,-0.006426159471362973,0.08161870067284507,-0.05820767185096778,-0.05775173841494322,0.05140962259611209,0.0885493259290791,-0.4181448750122925,0.09578825772616363,0.027366054749164734,-0.047528983465299206,-0.09523909798034333,-0.6355329612383296,0.13533927002432225,-0.04654769858068469,-0.061957407583113966,-0.04029677432953987,0.09129270603785142,0.13487931883905377,0.05199827801338072,-0.05239762302755544,0.16082551453461438,0.5974230953445966,0.3367335855278944,0.10444480610119997,-0.021148499071446857,-0.030648303212884774,-0.05225887306488105,-0.06873052841577627,0.13742223786329552,-0.32706083770064676,-0.0070956282673548515,0.09380574313912705,-0.1269426366765702,-0.09164443597930791,-0.10823020652052362,-0.04631909767520102,0.13052827908370523,0.08516757612521211,-0.1560989154085051,-0.11341601478273343,-0.08631867010622488,-0.04413406947165424,-0.13652596864639818,0.1001449547584307,-0.06452927367390023,-0.10020229259453008,0.08244057198320472,-0.1247214247794247,0.1500292873720132,-0.1260336033511211,0.12561229260542278,0.14067121489916318,0.08841702179601908,-0.15248622423715372,-0.11653424833132861,-0.1352385738901365,-0.10232515545510816,-0.0673648753062401,-0.08277410355935,-0.1381916594618595,-0.08053066743713891,0.11803133243931226,-0.07933726186698191,-0.11572311015127407,0.1276723229660887,-0.05274804491717829,-0.04618374130872882,-0.11841266368062553,0.042064569515198505,-0.08885839978147965,0.08349128253509783,-0.08483729643417957
USO_Alpha_2,0.11753784612352886,0.3773781492893597,0.3595446125968315,0.48760280238200177,0.057393959879095895,0.33879957793811755,0.3313538435633199,0.4237594851652568,0.40266712036419494,-0.09097985278707545,0.44806000535600904,-0.12536164445782297,-0.12285375995397657,-0.02832096959053808,0.05940758601129336,-0.07365283815791619,0.06565983256604549,0.04163814662764932,0.05446274052902459,0.39167733322430126,0.354458763773158,0.5501647311233765,-0.06603152592876183,0.038590538651786015,-0.1358071926741035,-0.07957962424356119,1.0,0.15946008343889184,0.030231395820026728,-0.10267178789006183,0.04644869495725709,0.2832940949645828,-0.09453313517702754,-0.1059937865015678,0.08083725426308663,-0.09389039800761757,-0.07507984148200539,0.04568073429939644,0.4758789749820977,0.1183833184009623,-0.16928919613333576,0.12287013148936153,0.040349466672986355,0.2849738605024123,-0.09017570100740264,-0.1829791367653821,-0.011517879701066592,0.42331447062362243,-0.1892368406239845,-0.11074950932746679,-0.09171888293019416,-0.09831398454188939,0.09626198533770437,0.27976829685290544,0.02546405943557054,0.4653785646379898,-0.1694915370599227,0.12705832178104734,0.05487462327285568,-0.10482393498880174,0.16510050207837473,0.12311781929019401,0.12681328968219024,0.022909447490455367,-0.15623131766557313,-0.06645732295074096,0.06621940235012676,0.05844942177943117,0.05891695902143584,0.5985722802894777,0.08074536937874663,-0.1077184250701032,0.2951994151752784,0.09615915002517887,-0.11790463902101946,0.0831200448531648,-0.18716914630696857,0.1349781975170039,-0.15778515141126495,-0.14915894811825284,-0.12318043558485321,0.10899863753585634,0.10904867882559388,0.11567753386651171,0.08895795524432065,0.3949777797489784,0.029547747307610138,0.09592709765308956,0.06653082987709215,-0.15541989782515886,0.05601530659609444,0.07550595405161996,-0.12262009942065218,0.060070717339067416,0.07786293345920395,0.1697844440567042,-0.021187289345973442,0.5485757129555108,-0.11106196565530929,0.5978904528558098
SPY_Alpha_2,0.8059255872114551,0.18711831357055533,0.16436464894041383,0.12523199637051377,-0.028766996476664777,0.14672281362439538,0.10121305637215891,0.12576458871227036,0.14020123402279133,0.09085163512100451,0.12393712345077179,-0.34252633263536325,-0.3208330669054028,0.26009136768127433,-0.015439969982276282,-0.04951893757483783,0.07846004010366472,0.053453330078918414,0.05062860811033711,0.12404326333895266,0.08171690348237434,0.10217348166145818,-0.04646163942585626,-0.031473127298152825,-0.37910163846525435,-0.08975262607710449,0.15946008343889184,1.0,0.364696266822524,-0.28767328898025835,0.04627122166713025,0.07610269084920834,-0.33352613554665994,-0.3972989943784665,0.097172663747006,-0.4178291171669168,-0.2673846032750185,0.05007307796027282,0.10259993042620362,0.1596607429464263,-0.4474816800533511,0.5326604452515383,0.04084467676518773,0.08358605054873113,-0.2231324662678839,-0.4520416150049594,0.22506469443714522,0.15543535829656496,-0.5686036448949082,-0.10909613155535404,-0.07316100888159882,-0.2495330043736207,0.45420627804659075,0.06270471600215778,0.03672515934850067,0.09821909666689237,-0.5682709725882238,0.11594088494138406,0.2790915649236512,-0.2547443113227862,0.6031930373596308,0.38930466425488136,0.41299952628347797,0.029157483658749456,-0.5920357612499045,-0.05295719612445993,0.0723303722684341,0.230194649040343,0.10138466383601422,0.18403552363747872,0.2827271658027728,-0.31861280360562766,0.11936561949626581,0.40440990739580895,-0.3330821519727474,0.32894661961181887,-0.5202748694690411,0.3231331503335102,-0.4345967522094021,-0.7193461923783935,-0.47768764081233844,0.3434696881380889,0.4453385646917588,0.41819998056913027,0.4545560299122532,0.13136085611738152,0.27182824699979485,0.5116796934421098,0.33423667831422665,-0.7379083781015262,0.34820837195783144,0.2845909925544817,-0.4663317059827142,0.34307850812552676,0.24971271837201886,0.4771959820402077,-0.02545749835944258,0.1588145566137548,-0.3401772836929438,0.13982844709573528
SPY_Alpha_4,0.2981171251116141,0.021208946910953985,0.0315709599321056,-0.00450819156824866,-0.009625141106430108,0.013604411571773679,0.011446950028322217,0.01033929588404385,0.009054007000177715,0.39736268894093396,0.006065094916718803,-0.13150967671635566,-0.1369057243465451,0.6118050686059209,0.031187602458725972,0.017945717973768385,0.08205114772233034,0.030243073537987757,0.030915453015390035,0.01170953925850819,-0.008724237816254659,-0.015509169798628169,-0.002210436818897011,0.0123704289443019,-0.09985393586008307,-0.006426159471362973,0.030231395820026728,0.364696266822524,1.0,-0.12063661757255005,0.017670134140420082,-0.001294406680486848,-0.34494146340815934,-0.2854644958859173,0.07033884620248197,-0.15561677033620172,-0.450422082247841,0.03693932776601292,-0.0020670171484861795,0.064512353278811,-0.1754570443170096,0.5663674017453868,0.01062132087887419,0.14077739369466846,-0.09930015890662525,-0.2649149680737344,0.6561002994116742,0.10396428690723723,-0.33053519343238014,-0.05750076312567798,-0.04651308707591637,-0.15171212818357596,0.5150731816440736,0.061630492752565866,0.03491750973380341,0.07137063583529739,-0.19907609016133143,0.03237217552781853,0.240693067552538,-0.09748535512550728,0.1785070343501499,0.30064234782473936,0.2431599298136644,-0.002198422113633108,-0.3261443836182657,-0.041882158107354295,0.0613698193100091,0.16161059456578075,0.0405874841531663,0.058149280287622174,0.18885319532928557,-0.17092686083157732,0.03620169635561512,0.40962832312917047,-0.42628447674206893,0.2390623309441202,-0.22119376186621909,0.1390752977148331,-0.4636502970365391,-0.27143553593256325,-0.48974807520670555,0.11450513561677092,0.3456104641746255,0.17463559254014113,0.22094547509259008,0.04047122891506417,0.2747903471022909,0.2674118990305481,0.3313192926739227,-0.4462582258501866,0.3526894419044913,0.27694140043599136,-0.15934042356405478,0.31322364219396853,0.4207676497709552,0.11215460327664142,-0.04079243903308883,0.10338689020506313,-0.5375984927695091,0.023612758002696094
QQQ_Alpha_6,-0.2849727476965305,-0.12042015424562082,-0.10277305258466243,-0.0966203594954232,0.011531766143780741,-0.09176257273086992,-0.1258231160485986,-0.0952147662952098,-0.12913633149930315,-0.009945169306361832,-0.08968224568813446,0.758196943925252,0.3726994812765801,-0.05621559468970429,0.017467079305932814,0.07610899703304398,-0.06491238527392464,-0.0522265923888905,-0.05083608219271472,-0.11702296745500947,-0.11906281563245096,-0.10844074229423468,0.08633673663041157,0.024318342275429602,0.42875810756091226,0.08161870067284507,-0.10267178789006183,-0.28767328898025835,-0.12063661757255005,1.0,-0.05812457542692336,-0.12638464193091972,0.17521926754263334,0.1880175911151377,-0.0816364845755464,0.6811591768636711,0.1471564323135524,-0.05965386467538248,-0.11521962305876736,-0.09302446199337634,0.28134720195481544,-0.21446224192747687,-0.05173414408207168,-0.037760805454150385,0.4339444304520406,0.2407900134014364,-0.0919197931678452,-0.07846254821158191,0.2607981738022031,0.09902638460842914,0.07902215053779207,0.47545323487774105,-0.19704930903256462,-0.04141030889476191,-0.05710785750264727,-0.06898882280045925,0.30484210380216537,-0.1510613290148143,-0.3142671910746318,0.5199752122188502,-0.3646719454600133,-0.3182110574895071,-0.3340444852197376,-0.05515430413853727,0.220047289603332,0.019031688595179914,-0.10193540748676924,-0.3259045237264835,-0.04140562818634223,-0.10866402422650479,-0.3056697613348665,0.3089023565841956,-0.13114257106068547,-0.3579512771911783,0.16642942337872849,-0.283053385976507,0.30340192775614455,-0.40153396943913944,0.202835023818223,0.44058616352871405,0.18885413536596365,-0.40802986789769935,-0.3959135420084621,-0.3592334005298002,-0.5108067413870483,-0.13566639693588337,-0.22183672258885467,-0.45844656979401627,-0.2732456059830368,0.3003942147259886,-0.3067322671940579,-0.2784771715098257,0.5867390536595533,-0.3730133720349266,-0.11927420785363992,-0.2850153218098947,0.05846620114953962,-0.0687203531645358,0.16438791793668966,-0.11532623263405166
GLD_Alpha_14,0.05445121861553137,0.15936199483360478,0.15441882923440522,0.03273943902112587,0.3131113495578091,0.11062660586006574,0.1279937009408391,0.01986608998654195,0.1442517759923715,-0.00848292878561232,0.019733872132281324,-0.057552334373714445,-0.098202527809162,0.017631274263487977,0.36433310347586306,-0.055438620805974136,0.020032425856685875,0.8353757046306852,0.7600045035577709,0.12457121996784844,0.040390348169396836,0.049643906198350886,-0.04082243356275997,0.2657142543073898,-0.02287587001199319,-0.05820767185096778,0.04644869495725709,0.04627122166713025,0.017670134140420082,-0.05812457542692336,1.0,0.1161684919975548,-0.01864561197440973,-0.04913184842605748,0.02685939726946668,-0.057434522776008884,-0.013442158092112315,0.7026024681694703,0.04617060877467406,0.04112195289846165,-0.11525741989475007,0.03821759205621653,0.8892376767988805,0.07374318602773453,-0.10168199011641046,-0.11289320594462456,-0.02129575539715579,0.09143736721419941,-0.08455412338441284,-0.052128331383522714,-0.03186470357042546,-0.0804959927012511,0.039273595417808865,0.03338382839904162,0.5454903292098543,0.022868152896540234,-0.0220017477121817,0.047069574555591825,0.013310276036032747,-0.030816350883906805,0.013014901412089764,0.03615795170802051,0.029361755537935467,0.7706162086330394,-0.0266508454587722,-0.545699893322624,0.03786873639661325,0.003719189510311209,0.5456119600389414,0.1022210871455204,0.0011847663897000208,-0.029501364384224092,0.10757538864331603,0.04020798305578801,-0.0666974899883934,0.009382129747856321,-0.07047753221563681,0.0611367695473072,-0.04285121799756517,-0.036202475389030486,-0.02842307893911166,0.023128930951343767,0.04956509796758462,0.03801052064160199,0.06527046322252483,0.03442460825139653,-0.022049990512214273,0.04754623254032711,0.012934421141345822,-0.025586082315844152,0.004283411007898066,0.08098525825748949,-0.04687318306782347,0.01454825303895397,0.06694387857106923,0.02483145990462941,-0.5442959076919964,0.041023967872561184,-0.037641887968733766,0.05501560887539812
DBC_Alpha_12,0.051991934896209034,0.6341184552523875,0.5623010512610547,0.42988562542075537,0.02981727131567695,0.503466595007989,0.8753553644646713,0.331641884260377,0.7474616378349022,-0.03854920036548749,0.365863810318138,-0.1868271266867307,-0.16082506783138775,-0.008775503457355597,0.013415304107596749,-0.060811487936624414,0.012091243453577382,0.10856872474221396,0.10649620748008372,0.449796248441543,0.6235848158172647,0.501626000456288,-0.05707524403173068,0.029684799746224858,-0.14596743203050044,-0.05775173841494322,0.2832940949645828,0.07610269084920834,-0.001294406680486848,-0.12638464193091972,0.1161684919975548,1.0,-0.0576164989590826,-0.06461545485122151,0.0026800649620642445,-0.0828659256922224,-0.0422154971366936,0.10025217701261496,0.5700701677656648,0.026392645651379894,-0.15566938368957756,0.0772482448979158,0.12270178957215422,0.13180965415631954,-0.19460043721933856,-0.1536662272566881,-0.011306999511324816,0.21667369893583854,-0.1321566217009159,-0.02799097240018091,-0.02139913987801887,-0.19315956002047482,0.045468409825415876,0.1363387954705209,0.14833980006070346,0.15109539226337307,-0.11556818807589928,0.09122436944614949,0.08792361357876456,-0.1532877133388927,0.11816155480287717,0.12494921712447445,0.14104707027338614,0.14843386293131836,-0.09788313990517267,-0.07304069280477613,0.01529447214150289,0.08359029115742084,0.05280707277460606,0.31089556032098214,0.08211956633812435,-0.09391965572241211,0.6819608997928208,0.10534191962449732,-0.08933162391684914,0.052921807620335375,-0.13693687084590608,0.19942333010451463,-0.09072983575063281,-0.12129198746505042,-0.08568107690115359,0.15921373424930116,0.12245335258272272,0.15115224740345998,0.10789644000606571,0.5160571178005658,0.009779185181134518,0.12384754429048013,0.07636700923918338,-0.11223122825397328,0.05247962591511634,0.0965670131880089,-0.12466422891376495,0.09688555388486854,0.05317390628107295,0.11514744159691635,-0.1251581415515183,0.1985543525376374,-0.08938734584617668,0.375684800397645
VNQ_Alpha_10,-0.24179771284167464,-0.08013894565626013,-0.0683301061236438,-0.08375307721769185,-0.01289956879446237,-0.06666309255762054,-0.07299979420213992,-0.09839157413125578,-0.07958005494110958,-0.055659314254704405,-0.0930148314605946,0.2184601660326213,0.17695160022122358,-0.17100665342781443,-0.044343972597421163,0.04657756712744557,-0.16044627319665314,-0.04087952406282794,-0.04304021288407173,-0.09390537186762607,-0.06301900430097791,-0.08386584171667764,0.024646803395159417,-0.031149089825256552,0.2294875909701359,0.05140962259611209,-0.09453313517702754,-0.33352613554665994,-0.34494146340815934,0.17521926754263334,-0.01864561197440973,-0.0576164989590826,1.0,0.7410425813516988,-0.16443726774715764,0.19051518213089302,0.7461038472118994,-0.04934120120148034,-0.08399560800246417,-0.0974725563385757,0.21537503324522767,-0.43140343200378467,-0.00630295352801324,-0.10576209209043297,0.1582240754720763,0.2711731933670014,-0.3344715506303648,-0.12374684195636931,0.3203675663537413,0.12595568904053175,0.1531149039794738,0.14429173551153227,-0.3254573101512167,-0.06797419429680569,-0.019947925462087963,-0.09817615279461647,0.30573183247156055,-0.10331533917896452,-0.15184657380953798,0.1817297804268782,-0.23529352302938034,-0.31402934504880425,-0.307979703888136,-0.011014533465178876,0.39900075420464093,0.04234509869946874,-0.13290738939085744,-0.29069322599487474,-0.03968165045529638,-0.11347385616099807,-0.34983045631413273,0.4218618111673753,-0.09863232401883577,-0.27709027177342127,0.3302817551103474,-0.42364731213571444,0.2498056054385667,-0.16363631119339592,0.35623000520196235,0.3279107765363298,0.45615100281173776,-0.22828370262344827,-0.2527452310519782,-0.2634730325359754,-0.17147171185814755,-0.11012565175596602,-0.346838675631779,-0.2257092218246306,-0.26713424851634804,0.4190446384359913,-0.24308277322440258,-0.23483975021116096,0.23040707816013065,-0.21084448796691824,-0.29165872920230107,-0.2178376414287432,0.021936356673090338,-0.10174226127029672,0.3749146186852969,-0.10244151395114016
VNQ_Alpha_9,-0.28278415158971054,-0.10394678130790727,-0.07973047405893369,-0.08911773655784923,0.001587133966385719,-0.0723305317898453,-0.08936130983467436,-0.09316067898724437,-0.09974276167315525,-0.009314059864138401,-0.09356043685958376,0.24057963124497714,0.20914291013792316,-0.12038785183047479,-0.021450540462618392,0.0661387151784318,-0.12640348519222816,-0.041229130513116705,-0.03587684483537858,-0.09779727964936068,-0.06835445438929592,-0.08513694062066678,0.032885460268065464,-0.0004052054647167842,0.26125897865386744,0.0885493259290791,-0.1059937865015678,-0.3972989943784665,-0.2854644958859173,0.1880175911151377,-0.04913184842605748,-0.06461545485122151,0.7410425813516988,1.0,-0.1659309934128199,0.2109685171604224,0.5743679262148709,-0.04038933059849413,-0.09156122528273844,-0.1602985791708195,0.2662446309880558,-0.44872149086705376,-0.03417582681511719,-0.07965289186839927,0.1927994459550328,0.3203538566814681,-0.24706073458069874,-0.1294746468530333,0.378121908706606,0.16899383236485296,0.12413491438058875,0.17830783118822416,-0.3289881597911464,-0.04709592565903749,-0.03292124002136237,-0.10257855131671187,0.3655556273493467,-0.12364334866331833,-0.1365832690631288,0.21733772820911393,-0.29200749731111747,-0.28674912062607355,-0.29593758802259895,-0.03888435647179489,0.45727074442902493,0.05266696290140998,-0.11029373770118372,-0.3528735100969985,-0.06515060338213727,-0.11419287587677496,-0.4270589544514819,0.4867665425632277,-0.10434738639061965,-0.248893546288715,0.2572251177655936,-0.5033448417803758,0.3064867670937782,-0.20615809653368097,0.3530202880286842,0.3773421246759573,0.4136015733064323,-0.24316803753727573,-0.2610094618257526,-0.27866017714840235,-0.18214659778398123,-0.11037491352883605,-0.34050364424220614,-0.25249531980145135,-0.25331358109880664,0.47035299425083243,-0.23293817365423528,-0.207054310790702,0.2683986649554536,-0.1822479901047362,-0.22913032389397442,-0.283622184494756,0.03431780261300367,-0.1285207079445896,0.3040177261213941,-0.11821972133113734
TLT_Alpha_3,0.08109070632102913,0.017765600579249585,0.019966962516212293,0.027322532456521453,0.07728234927655918,0.02010920467745515,0.021873467129361054,0.015102855238028847,0.01995583228882168,-0.092340980868158,0.016226659540464504,-0.08399874020576885,-0.06332470697114889,-0.03398770129373103,0.10574691227266036,-0.3111462159103096,0.5783596538671214,0.04799584520706144,0.039184251250083846,0.060119558422839524,0.012516729235701868,0.035445720644892424,-0.21539912061522895,0.05014388599018799,-0.07898840498639811,-0.4181448750122925,0.08083725426308663,0.097172663747006,0.07033884620248197,-0.0816364845755464,0.02685939726946668,0.0026800649620642445,-0.16443726774715764,-0.1659309934128199,1.0,-0.08360107457897582,-0.1267965454666552,0.04251988230768865,0.022540254638544914,0.5209581447431412,-0.08085499212781157,0.09914536392020847,0.007845757297702158,0.09419928507475836,-0.04590403302813405,-0.11146039168016532,0.0336026555281053,0.10966383443997048,-0.12361057823582097,-0.740700627089885,-0.5754546162434554,-0.04384910361662861,0.06677352096433994,0.06138150981526622,0.014502673459180547,0.09179060040082726,-0.11599326763046809,0.3277878658328832,-0.005635195018617962,-0.07797151813693795,0.09772769629918839,0.08165784404995605,0.08691871845422357,0.012352416191092766,-0.13919289559350798,-0.05406052347036461,0.3221360214580046,0.07582170759884722,0.02810488865021622,0.06207661304369386,0.10241540743801944,-0.07620381334893812,0.021038172943833165,0.08379272193057093,-0.1395456590906375,0.11186251490166854,-0.09757236374504241,0.05246194114791402,-0.1681021087522126,-0.10296480942803234,-0.1628663402012617,0.11688410382653058,0.08243684328231468,0.10997442760085026,0.05968395944892778,0.02323831625868182,0.0952873326045605,0.08820388107580304,0.07504339524753639,-0.1235833574286719,0.06569117565225517,0.10217102784753625,-0.0861092106331943,0.03554664181184763,0.09212959596373799,0.10991132861536042,0.0010816358339444058,0.11111628708672494,-0.15896902586461095,0.05125649992271237
QQQ_Alpha_7,-0.42970004054164507,-0.1229059189517801,-0.11080182654538104,-0.09305280899393903,0.030301461686152366,-0.09702717737923237,-0.08744189540126458,-0.09251030368160411,-0.09597029050821389,-0.053338877058245644,-0.08713975710166205,0.5857196345604609,0.44900244550583723,-0.106966602350604,0.02326808805911309,0.07186094638467837,-0.06971467890656838,-0.04679760947064935,-0.04446313062450979,-0.12460907520296201,-0.07783954660107568,-0.08134925316138522,0.06920700065009586,0.023939385716941878,0.527724957038283,0.09578825772616363,-0.09389039800761757,-0.4178291171669168,-0.15561677033620172,0.6811591768636711,-0.057434522776008884,-0.0828659256922224,0.19051518213089302,0.2109685171604224,-0.08360107457897582,1.0,0.1590525082254592,-0.05896233334300679,-0.08597947469462346,-0.11509565766535002,0.3897422605530494,-0.2905752800026949,-0.05746218305590221,-0.05678634515115247,0.36430752647196846,0.3195062349596917,-0.11485580657890296,-0.10045260388161607,0.32558637927552886,0.09851693592525204,0.07881814740876047,0.3772657455157833,-0.2856107881634204,-0.050423268303546875,-0.05808458194299956,-0.0689354309683188,0.42212043294282037,-0.13490601080160294,-0.3143745792596655,0.43434485764086805,-0.5536169513409573,-0.3264337946779305,-0.3456663244410732,-0.05578232547765673,0.3146885997187922,0.02362228958356524,-0.08804101935149773,-0.30099208211000283,-0.06343589594182991,-0.10992726212876407,-0.2923158177851969,0.352445449895201,-0.11566871951381309,-0.36256826486984467,0.1958448119978816,-0.2825014456739967,0.4057877882589531,-0.42667292664823153,0.2500019748635274,0.5803083081905925,0.252405303180297,-0.41074804280589394,-0.40155287452113786,-0.36791075305451343,-0.5109778813324594,-0.12498188077404263,-0.22720187168658762,-0.46147476080152855,-0.2858004972281218,0.4077628024543178,-0.31205692872090546,-0.26061110423252337,0.7454401599838926,-0.37313644639526766,-0.13225918042508572,-0.4078203421363306,0.02530148450739637,-0.10356941255760735,0.18273205876368948,-0.1147230994035849
VNQ_Alpha_11,-0.19489688286854145,-0.0662241548657937,-0.0807263861342106,-0.09100838125031482,-0.008273221115987203,-0.07589157698432897,-0.056481275241435834,-0.1014844437893786,-0.07195817056407781,-0.09015198134356178,-0.09651939231311389,0.1660559539624159,0.12977977943970107,-0.1951305727876563,-0.02865703684391691,0.031651094311468446,-0.16712242017416734,-0.023613842920335894,-0.026988261028709142,-0.07921574474348586,-0.06032148400083575,-0.07450069616888062,0.010123728120900939,-0.02076427642219925,0.16723745719746178,0.027366054749164734,-0.07507984148200539,-0.2673846032750185,-0.450422082247841,0.1471564323135524,-0.013442158092112315,-0.0422154971366936,0.7461038472118994,0.5743679262148709,-0.1267965454666552,0.1590525082254592,1.0,-0.02696007884503737,-0.07912734414774157,-0.07627279630644655,0.18416502330944243,-0.36212913151350723,0.001260329117693664,-0.1432429804291421,0.13282440123348135,0.23281927581793102,-0.37478905564927023,-0.10812194062915315,0.2733179922683775,0.0918176475379073,0.14333545064639708,0.12774954169700897,-0.2945526994285069,-0.11011921164833093,-0.006890487396150035,-0.11956357161625289,0.23699926298199428,-0.06823531768612978,-0.11449226388185518,0.15334888070826122,-0.20084063954913056,-0.30572683021694863,-0.2727610820389565,0.00799413027805164,0.32060797471043806,0.025979357993259244,-0.13390487113719318,-0.24348536594351455,-0.03282837513889864,-0.10654040925876533,-0.28794937578746693,0.35048831114913886,-0.09115465927489773,-0.27790743838192766,0.30804779880803107,-0.35668228412753455,0.1987079720417427,-0.125165618927602,0.34164971373824427,0.2773963527018787,0.39561583551091917,-0.19627184504688586,-0.24066742964693016,-0.234745658681844,-0.13806070981290952,-0.10386004993763674,-0.35581785134336635,-0.20484075870432275,-0.2675674045755129,0.34966935945981026,-0.2459927459240224,-0.2183470698761636,0.181302774863831,-0.175575015604852,-0.2887443119944302,-0.16813215652813113,0.014668607514682614,-0.10371307800898376,0.3615079612306006,-0.08596475511382348
